"fip","H.Clinton","B.Sanders","D.Trump","T.Cruz","M.Rubio","J.Kasich","state","winnerdem_votes","winnerrep_votes","winnerdem","winnerrep"
"13225","1675","316","1325","794","516","124","GA",1675,1325,"H.Clinton","D.Trump"
"13227","431","370","3360","1570","1330","305","GA",431,3360,"H.Clinton","D.Trump"
"13229","219","104","1345","1040","598","71","GA",219,1345,"H.Clinton","D.Trump"
"13231","417","187","1930","1195","677","102","GA",417,1930,"H.Clinton","D.Trump"
"13233","944","403","3360","1091","944","177","GA",944,3360,"H.Clinton","D.Trump"
"13235","376","60","673","236","262","47","GA",376,673,"H.Clinton","D.Trump"
"13237","871","206","1983","746","849","161","GA",871,1983,"H.Clinton","D.Trump"
"13239","193","15","174","41","45","12","GA",193,174,"H.Clinton","D.Trump"
"13241","397","326","1732","716","771","210","GA",397,1732,"H.Clinton","D.Trump"
"13243","690","71","411","124","79","16","GA",690,411,"H.Clinton","D.Trump"
"13245","16269","3578","5543","4294","3265","653","GA",16269,5543,"H.Clinton","D.Trump"
"13247","7930","2212","3785","2336","2136","364","GA",7930,3785,"H.Clinton","D.Trump"
"13249","146","25","331","223","110","23","GA",146,331,"H.Clinton","D.Trump"
"13251","771","166","801","380","327","71","GA",771,801,"H.Clinton","D.Trump"
"13253","470","81","754","263","247","36","GA",470,754,"H.Clinton","D.Trump"
"13255","3129","820","4257","2436","1936","422","GA",3129,4257,"H.Clinton","D.Trump"
"13257","460","284","1726","883","919","157","GA",460,1726,"H.Clinton","D.Trump"
"13259","460","46","213","85","37","14","GA",460,213,"H.Clinton","D.Trump"
"13261","1960","404","1381","690","548","115","GA",1960,1381,"H.Clinton","D.Trump"
"13263","852","120","368","162","73","24","GA",852,368,"H.Clinton","D.Trump"
"13265","236","35","102","48","24","10","GA",236,102,"H.Clinton","D.Trump"
"13267","518","153","1089","725","457","84","GA",518,1089,"H.Clinton","D.Trump"
"13269","476","62","550","204","141","29","GA",476,550,"H.Clinton","D.Trump"
"13271","426","91","626","212","171","51","GA",426,626,"H.Clinton","D.Trump"
"13273","804","105","649","249","138","30","GA",804,649,"H.Clinton","D.Trump"
"13275","2053","551","2649","1557","1306","316","GA",2053,2649,"H.Clinton","D.Trump"
"13277","1151","344","2697","1286","920","226","GA",1151,2697,"H.Clinton","D.Trump"
"13279","562","166","1513","861","727","119","GA",562,1513,"H.Clinton","D.Trump"
"13281","312","266","1356","588","608","168","GA",312,1356,"H.Clinton","D.Trump"
"13283","300","58","437","184","97","9","GA",300,437,"H.Clinton","D.Trump"
"13285","3357","850","4140","2236","1782","395","GA",3357,4140,"H.Clinton","D.Trump"
"13287","330","81","652","247","119","31","GA",330,652,"H.Clinton","D.Trump"
"13289","818","118","594","266","124","35","GA",818,594,"H.Clinton","D.Trump"
"13291","573","417","2691","1412","1037","270","GA",573,2691,"H.Clinton","D.Trump"
"13293","1236","280","1910","800","625","109","GA",1236,1910,"H.Clinton","D.Trump"
"13295","1009","867","4208","2102","2157","414","GA",1009,4208,"H.Clinton","D.Trump"
"13297","2309","969","7910","5883","3440","539","GA",2309,7910,"H.Clinton","D.Trump"
"13299","919","284","1998","1406","669","124","GA",919,1998,"H.Clinton","D.Trump"
"13301","468","49","297","182","96","13","GA",468,297,"H.Clinton","D.Trump"
"13303","1741","256","1013","483","499","78","GA",1741,1013,"H.Clinton","D.Trump"
"13305","700","236","2033","1159","665","165","GA",700,2033,"H.Clinton","D.Trump"
"13307","170","18","191","85","46","14","GA",170,191,"H.Clinton","D.Trump"
"13309","177","26","283","116","80","15","GA",177,283,"H.Clinton","D.Trump"
"13311","498","440","2715","1511","1049","232","GA",498,2715,"H.Clinton","D.Trump"
"13313","1536","1307","5945","2292","2672","555","GA",1536,5945,"H.Clinton","D.Trump"
"13315","302","41","602","292","104","18","GA",302,602,"H.Clinton","D.Trump"
"13317","702","141","734","332","279","48","GA",702,734,"H.Clinton","D.Trump"
"13319","832","155","611","333","166","34","GA",832,611,"H.Clinton","D.Trump"
"13321","684","166","1890","833","325","91","GA",684,1890,"H.Clinton","D.Trump"
"25001","21847","22393","17194","2988","5234","5883","MA",22393,17194,"B.Sanders","D.Trump"
"25003","12616","13642","3348","983","1489","1241","MA",13642,3348,"B.Sanders","D.Trump"
"25005","36751","36422","25540","4767","7602","6020","MA",36751,25540,"H.Clinton","D.Trump"
"25007","2311","2802","691","137","214","283","MA",2802,691,"B.Sanders","D.Trump"
"25009","65391","66236","43420","7363","14007","14612","MA",66236,43420,"B.Sanders","D.Trump"
"25011","5483","13276","2408","583","1038","1359","MA",13276,2408,"B.Sanders","D.Trump"
"25013","31715","29644","18603","4613","5814","6332","MA",31715,18603,"H.Clinton","D.Trump"
"25015","14274","24516","5336","1295","1932","2436","MA",24516,5336,"B.Sanders","D.Trump"
"25017","169552","154032","69447","12917","28669","30467","MA",169552,69447,"H.Clinton","D.Trump"
"25019","979","1051","484","100","176","149","MA",1051,484,"B.Sanders","D.Trump"
"25021","71275","61203","35327","6486","15330","15705","MA",71275,35327,"H.Clinton","D.Trump"
"25023","39051","40082","34746","6000","10259","10475","MA",40082,34746,"B.Sanders","D.Trump"
"25025","79083","57872","12973","2168","6006","5621","MA",79083,12973,"H.Clinton","D.Trump"
"25027","53456","63545","41796","10073","15052","13200","MA",63545,41796,"B.Sanders","D.Trump"
"1","5451","10722","3151","3613","4125","790","MN",10722,4125,"B.Sanders","M.Rubio"
"2","8221","11433","3333","4836","6071","835","MN",11433,6071,"B.Sanders","M.Rubio"
"3","10839","12364","3497","4719","8295","1416","MN",12364,8295,"B.Sanders","M.Rubio"
"4","12346","17164","2114","2992","5493","862","MN",17164,5493,"B.Sanders","M.Rubio"
"5","21578","39867","1577","2317","4818","922","MN",39867,4818,"B.Sanders","M.Rubio"
"6","4756","7881","4005","5989","5968","619","MN",7881,5989,"B.Sanders","T.Cruz"
"7","3852","6608","3017","4326","3401","598","MN",6608,4326,"B.Sanders","T.Cruz"
"8","6467","12096","3324","3892","2955","446","MN",12096,3892,"B.Sanders","T.Cruz"
"40001","582","971","491","516","384","22","OK",971,516,"B.Sanders","T.Cruz"
"40003","92","191","337","421","274","18","OK",191,421,"B.Sanders","T.Cruz"
"40005","370","723","278","269","104","18","OK",723,278,"B.Sanders","D.Trump"
"40007","52","94","285","557","153","23","OK",94,557,"B.Sanders","T.Cruz"
"40009","464","824","665","900","410","57","OK",824,900,"B.Sanders","T.Cruz"
"40011","313","435","452","533","302","29","OK",435,533,"B.Sanders","T.Cruz"
"40013","1050","1913","877","1242","330","69","OK",1913,1242,"B.Sanders","T.Cruz"
"40015","1060","1543","585","847","360","41","OK",1543,847,"B.Sanders","T.Cruz"
"40017","3357","4922","6201","8105","5817","609","OK",4922,8105,"B.Sanders","T.Cruz"
"40019","1240","2113","1337","1482","722","146","OK",2113,1482,"B.Sanders","T.Cruz"
"40021","2023","2897","920","1067","882","95","OK",2897,1067,"B.Sanders","T.Cruz"
"40023","384","745","306","233","78","24","OK",745,306,"B.Sanders","D.Trump"
"40025","22","68","124","204","67","12","OK",68,204,"B.Sanders","T.Cruz"
"40027","10433","16428","9387","12328","10101","1466","OK",16428,12328,"B.Sanders","T.Cruz"
"40029","136","456","102","86","36","4","OK",456,102,"B.Sanders","D.Trump"
"40031","3523","3804","2378","3419","1418","317","OK",3804,3419,"B.Sanders","T.Cruz"
"40033","204","388","144","317","76","12","OK",388,317,"B.Sanders","T.Cruz"
"40035","609","926","418","414","230","36","OK",926,418,"B.Sanders","D.Trump"
"40037","2301","2786","3327","3812","2133","248","OK",2786,3812,"B.Sanders","T.Cruz"
"40039","750","1273","777","1491","870","78","OK",1273,1491,"B.Sanders","T.Cruz"
"40041","1447","1773","1721","1363","1070","129","OK",1773,1721,"B.Sanders","D.Trump"
"40043","134","270","259","363","124","6","OK",270,363,"B.Sanders","T.Cruz"
"40045","70","193","244","350","184","27","OK",193,350,"B.Sanders","T.Cruz"
"40047","1403","1771","2741","2798","2545","304","OK",1771,2798,"B.Sanders","T.Cruz"
"40049","909","1505","899","1028","422","44","OK",1505,1028,"B.Sanders","T.Cruz"
"40051","1629","2677","2274","3020","1659","160","OK",2677,3020,"B.Sanders","T.Cruz"
"40053","125","224","333","316","235","29","OK",224,333,"B.Sanders","D.Trump"
"40055","164","332","111","91","57","8","OK",332,111,"B.Sanders","D.Trump"
"40057","122","167","46","59","48","3","OK",167,59,"B.Sanders","T.Cruz"
"40059","68","151","188","280","128","8","OK",151,280,"B.Sanders","T.Cruz"
"40061","475","752","249","265","99","10","OK",752,265,"B.Sanders","T.Cruz"
"40063","537","873","270","316","115","16","OK",873,316,"B.Sanders","T.Cruz"
"40065","505","652","753","879","434","95","OK",652,879,"B.Sanders","T.Cruz"
"40067","197","347","130","149","61","12","OK",347,149,"B.Sanders","T.Cruz"
"40069","260","606","254","246","94","24","OK",606,254,"B.Sanders","D.Trump"
"40071","1288","1791","1926","2190","1593","218","OK",1791,2190,"B.Sanders","T.Cruz"
"40073","268","472","861","958","734","59","OK",472,958,"B.Sanders","T.Cruz"
"40075","331","514","233","301","174","25","OK",514,301,"B.Sanders","T.Cruz"
"40077","499","852","179","169","89","15","OK",852,179,"B.Sanders","D.Trump"
"40079","1498","2283","949","1298","509","52","OK",2283,1298,"B.Sanders","T.Cruz"
"40081","1161","1623","1593","1908","965","104","OK",1623,1908,"B.Sanders","T.Cruz"
"40083","1314","1645","2244","2821","1912","243","OK",1645,2821,"B.Sanders","T.Cruz"
"40085","314","502","216","175","74","12","OK",502,216,"B.Sanders","D.Trump"
"40093","140","215","481","816","405","45","OK",215,816,"B.Sanders","T.Cruz"
"40095","400","738","485","359","205","25","OK",738,485,"B.Sanders","D.Trump"
"40097","1659","2144","1570","1447","945","94","OK",2144,1570,"B.Sanders","D.Trump"
"40087","1157","1865","1758","2484","1259","137","OK",1865,2484,"B.Sanders","T.Cruz"
"40089","712","1314","472","473","221","41","OK",1314,473,"B.Sanders","T.Cruz"
"40091","1022","1261","572","475","298","39","OK",1261,572,"B.Sanders","D.Trump"
"40099","544","909","346","341","202","13","OK",909,346,"B.Sanders","D.Trump"
"40101","3381","3515","1477","1561","1442","144","OK",3515,1561,"B.Sanders","T.Cruz"
"40103","362","562","593","596","466","61","OK",562,596,"B.Sanders","T.Cruz"
"40105","406","530","430","448","261","31","OK",530,448,"B.Sanders","T.Cruz"
"40107","421","596","244","311","143","18","OK",596,311,"B.Sanders","T.Cruz"
"40109","34255","32368","22117","26912","29030","4007","OK",34255,29030,"H.Clinton","M.Rubio"
"40111","1867","1882","970","1176","634","66","OK",1882,1176,"B.Sanders","T.Cruz"
"40113","2390","2327","1698","2048","1085","137","OK",2390,2048,"H.Clinton","T.Cruz"
"40115","972","1238","648","710","388","82","OK",1238,710,"B.Sanders","T.Cruz"
"40117","603","762","686","743","350","31","OK",762,743,"B.Sanders","T.Cruz"
"40119","2622","3829","2389","2693","2869","436","OK",3829,2869,"B.Sanders","M.Rubio"
"40121","1717","3026","1086","836","614","95","OK",3026,1086,"B.Sanders","D.Trump"
"40123","1186","2392","923","1063","800","105","OK",2392,1063,"B.Sanders","T.Cruz"
"40125","2300","3400","2309","2914","1803","224","OK",3400,2914,"B.Sanders","T.Cruz"
"40127","317","667","219","187","68","17","OK",667,219,"B.Sanders","D.Trump"
"40129","100","268","128","217","74","15","OK",268,217,"B.Sanders","T.Cruz"
"40131","2810","3757","4807","5850","3545","375","OK",3757,5850,"B.Sanders","T.Cruz"
"40133","932","1194","560","673","362","38","OK",1194,673,"B.Sanders","T.Cruz"
"40135","1359","1872","946","1024","500","65","OK",1872,1024,"B.Sanders","T.Cruz"
"40137","1174","2108","1607","2428","803","162","OK",2108,2428,"B.Sanders","T.Cruz"
"40139","267","393","777","1036","400","57","OK",393,1036,"B.Sanders","T.Cruz"
"40141","214","346","193","280","130","20","OK",346,280,"B.Sanders","T.Cruz"
"40143","25372","26525","23900","27829","25989","4205","OK",26525,27829,"B.Sanders","T.Cruz"
"40145","2493","2813","3462","4459","2540","264","OK",2813,4459,"B.Sanders","T.Cruz"
"40147","1649","2006","2269","3597","2446","384","OK",2006,3597,"B.Sanders","T.Cruz"
"40149","292","700","352","560","264","22","OK",700,560,"B.Sanders","T.Cruz"
"40151","217","363","486","574","362","40","OK",363,574,"B.Sanders","T.Cruz"
"40153","343","694","1117","1235","587","93","OK",694,1235,"B.Sanders","T.Cruz"
"47001","2328","1845","4298","2450","2340","563","TN",2328,4298,"H.Clinton","D.Trump"
"47003","1208","523","3081","1654","821","200","TN",1208,3081,"H.Clinton","D.Trump"
"47005","560","287","1154","569","278","73","TN",560,1154,"H.Clinton","D.Trump"
"47007","398","215","1009","487","285","56","TN",398,1009,"H.Clinton","D.Trump"
"47009","2736","2362","8009","4721","5067","1170","TN",2736,8009,"H.Clinton","D.Trump"
"47011","1644","1302","6103","3625","4066","790","TN",1644,6103,"H.Clinton","D.Trump"
"47013","656","302","2198","831","705","146","TN",656,2198,"H.Clinton","D.Trump"
"47015","439","218","1244","657","195","50","TN",439,1244,"H.Clinton","D.Trump"
"47017","721","307","1579","967","573","146","TN",721,1579,"H.Clinton","D.Trump"
"47019","774","828","4266","2352","1757","314","TN",828,4266,"B.Sanders","D.Trump"
"47021","1065","801","2530","1624","848","211","TN",1065,2530,"H.Clinton","D.Trump"
"47023","342","143","1023","651","379","63","TN",342,1023,"H.Clinton","D.Trump"
"47025","544","312","2022","802","540","118","TN",544,2022,"H.Clinton","D.Trump"
"47027","270","103","600","180","146","37","TN",270,600,"H.Clinton","D.Trump"
"47029","463","361","3200","1296","765","207","TN",463,3200,"H.Clinton","D.Trump"
"47031","1503","831","3516","2194","1307","391","TN",1503,3516,"H.Clinton","D.Trump"
"47033","424","103","995","538","275","54","TN",424,995,"H.Clinton","D.Trump"
"47035","1312","888","5152","3064","1972","667","TN",1312,5152,"H.Clinton","D.Trump"
"47037","43691","22620","17082","12115","16161","4865","TN",43691,17082,"H.Clinton","D.Trump"
"47039","330","131","842","367","199","46","TN",330,842,"H.Clinton","D.Trump"
"47041","641","286","1240","600","344","88","TN",641,1240,"H.Clinton","D.Trump"
"47043","1497","696","2730","1764","924","198","TN",1497,2730,"H.Clinton","D.Trump"
"47045","822","304","2400","1268","812","136","TN",822,2400,"H.Clinton","D.Trump"
"47047","2003","362","2879","2520","1121","210","TN",2003,2879,"H.Clinton","D.Trump"
"47049","352","191","1418","900","324","73","TN",352,1418,"H.Clinton","D.Trump"
"47051","1590","809","3072","1448","948","261","TN",1590,3072,"H.Clinton","D.Trump"
"47053","1549","427","2878","1911","1014","218","TN",1549,2878,"H.Clinton","D.Trump"
"47055","915","315","1910","899","527","95","TN",915,1910,"H.Clinton","D.Trump"
"47057","283","164","1767","794","557","111","TN",283,1767,"H.Clinton","D.Trump"
"47059","1079","892","5016","2569","1845","442","TN",1079,5016,"H.Clinton","D.Trump"
"47061","445","204","912","382","133","30","TN",445,912,"H.Clinton","D.Trump"
"47063","951","682","4690","2231","1954","492","TN",951,4690,"H.Clinton","D.Trump"
"47065","15598","8411","16985","9625","14391","3641","TN",15598,16985,"H.Clinton","D.Trump"
"47067","80","66","433","208","150","32","TN",80,433,"H.Clinton","D.Trump"
"47069","1721","225","1170","571","315","58","TN",1721,1170,"H.Clinton","D.Trump"
"47071","591","229","2094","629","597","161","TN",591,2094,"H.Clinton","D.Trump"
"47073","906","587","4426","2056","1460","361","TN",906,4426,"H.Clinton","D.Trump"
"47075","1197","143","613","475","224","55","TN",1197,613,"H.Clinton","D.Trump"
"47077","443","191","1836","965","571","141","TN",443,1836,"H.Clinton","D.Trump"
"47079","957","434","2672","1222","751","258","TN",957,2672,"H.Clinton","D.Trump"
"47081","543","323","1325","836","331","69","TN",543,1325,"H.Clinton","D.Trump"
"47083","320","141","523","231","159","26","TN",320,523,"H.Clinton","D.Trump"
"47085","737","332","1218","533","328","62","TN",737,1218,"H.Clinton","D.Trump"
"47087","407","196","713","450","192","54","TN",407,713,"H.Clinton","D.Trump"
"47089","735","592","4050","2005","1579","408","TN",735,4050,"H.Clinton","D.Trump"
"47091","245","223","1306","740","452","102","TN",245,1306,"H.Clinton","D.Trump"
"47093","13137","12334","20985","13571","18319","5035","TN",13137,20985,"H.Clinton","D.Trump"
"47095","186","47","326","125","72","7","TN",186,326,"H.Clinton","D.Trump"
"47097","1035","194","1111","638","304","64","TN",1035,1111,"H.Clinton","D.Trump"
"47099","1332","893","2883","1567","689","146","TN",1332,2883,"H.Clinton","D.Trump"
"47101","232","228","809","429","176","27","TN",232,809,"H.Clinton","D.Trump"
"47103","728","328","2656","1262","850","160","TN",728,2656,"H.Clinton","D.Trump"
"47105","1026","638","4198","2197","2309","780","TN",1026,4198,"H.Clinton","D.Trump"
"47111","343","169","1757","743","283","46","TN",343,1757,"H.Clinton","D.Trump"
"47113","4351","999","4117","3555","2513","511","TN",4351,4117,"H.Clinton","D.Trump"
"47115","1046","559","1799","690","586","141","TN",1046,1799,"H.Clinton","D.Trump"
"47117","838","384","1858","992","503","125","TN",838,1858,"H.Clinton","D.Trump"
"47119","2366","1305","4655","3514","2043","415","TN",2366,4655,"H.Clinton","D.Trump"
"47107","1027","619","3604","2000","1551","389","TN",1027,3604,"H.Clinton","D.Trump"
"47109","719","229","1822","782","581","109","TN",719,1822,"H.Clinton","D.Trump"
"47121","354","162","946","334","289","81","TN",354,946,"H.Clinton","D.Trump"
"47123","1232","596","4079","1796","1333","316","TN",1232,4079,"H.Clinton","D.Trump"
"47125","5555","2833","6512","4242","3619","944","TN",5555,6512,"H.Clinton","D.Trump"
"47127","209","93","687","403","157","53","TN",209,687,"H.Clinton","D.Trump"
"47129","356","225","1230","692","342","64","TN",356,1230,"H.Clinton","D.Trump"
"47131","760","345","1908","1437","607","129","TN",760,1908,"H.Clinton","D.Trump"
"47133","885","477","1582","929","455","86","TN",885,1582,"H.Clinton","D.Trump"
"47135","215","108","542","216","130","30","TN",215,542,"H.Clinton","D.Trump"
"47137","214","64","594","277","143","47","TN",214,594,"H.Clinton","D.Trump"
"47139","757","557","1180","492","311","72","TN",757,1180,"H.Clinton","D.Trump"
"47141","1916","1692","4187","2938","1899","464","TN",1916,4187,"H.Clinton","D.Trump"
"47143","503","331","2339","1127","1020","197","TN",503,2339,"H.Clinton","D.Trump"
"47145","1454","916","3634","2044","1629","413","TN",1454,3634,"H.Clinton","D.Trump"
"47147","1918","827","4077","3013","1566","278","TN",1918,4077,"H.Clinton","D.Trump"
"47149","8243","6016","13229","10980","7376","1502","TN",8243,13229,"H.Clinton","D.Trump"
"47151","273","180","1090","509","405","76","TN",273,1090,"H.Clinton","D.Trump"
"47153","273","206","1046","437","361","66","TN",273,1046,"H.Clinton","D.Trump"
"47155","1259","1241","7686","3471","3170","634","TN",1259,7686,"H.Clinton","D.Trump"
"47157","66465","15985","20715","19727","18248","5187","TN",66465,20715,"H.Clinton","D.Trump"
"47159","654","253","1418","866","316","64","TN",654,1418,"H.Clinton","D.Trump"
"47161","527","244","953","443","301","63","TN",527,953,"H.Clinton","D.Trump"
"47163","2653","2153","8718","6074","4513","1161","TN",2653,8718,"H.Clinton","D.Trump"
"47165","4225","2262","9708","7583","5161","1175","TN",4225,9708,"H.Clinton","D.Trump"
"47167","1454","574","3618","2693","1238","224","TN",1454,3618,"H.Clinton","D.Trump"
"47169","321","113","453","281","91","23","TN",321,453,"H.Clinton","D.Trump"
"47171","244","272","1813","676","614","128","TN",272,1813,"B.Sanders","D.Trump"
"47173","316","196","1311","535","337","55","TN",316,1311,"H.Clinton","D.Trump"
"47175","242","96","493","225","90","13","TN",242,493,"H.Clinton","D.Trump"
"47177","1318","671","2273","1184","792","142","TN",1318,2273,"H.Clinton","D.Trump"
"47179","2444","2833","6953","4771","4434","1059","TN",2833,6953,"B.Sanders","D.Trump"
"47181","208","113","1159","530","261","50","TN",208,1159,"H.Clinton","D.Trump"
"47183","860","452","1764","1210","694","143","TN",860,1764,"H.Clinton","D.Trump"
"47185","688","401","2092","1041","497","95","TN",688,2092,"H.Clinton","D.Trump"
"47187","6055","3911","11384","10517","13069","3285","TN",6055,13069,"H.Clinton","M.Rubio"
"47189","3873","2102","8570","6425","4060","1020","TN",3873,8570,"H.Clinton","D.Trump"
"48001","994","299","2425","4525","804","147","TX",994,4525,"H.Clinton","T.Cruz"
"48003","76","38","716","1349","402","39","TX",76,1349,"H.Clinton","T.Cruz"
"48005","1950","622","3646","6875","1613","348","TX",1950,6875,"H.Clinton","T.Cruz"
"48007","488","272","2091","1654","789","272","TX",488,2091,"H.Clinton","D.Trump"
"48009","99","64","707","1215","266","45","TX",99,1215,"H.Clinton","T.Cruz"
"48011","1","4","197","380","58","15","TX",4,380,"B.Sanders","T.Cruz"
"48013","1355","478","1335","2333","528","71","TX",1355,2333,"H.Clinton","T.Cruz"
"48015","492","165","1752","3201","647","160","TX",492,3201,"H.Clinton","T.Cruz"
"48017","84","29","234","496","123","19","TX",84,496,"H.Clinton","T.Cruz"
"48019","378","293","1820","2268","618","150","TX",378,2268,"H.Clinton","T.Cruz"
"48021","2894","1945","3587","4202","1550","415","TX",2894,4202,"H.Clinton","T.Cruz"
"48023","46","24","254","355","96","18","TX",46,355,"H.Clinton","T.Cruz"
"48025","1132","320","781","1509","427","63","TX",1132,1509,"H.Clinton","T.Cruz"
"48027","7416","3079","8110","13994","4844","1219","TX",7416,13994,"H.Clinton","T.Cruz"
"48029","76502","36720","32701","54115","30683","6262","TX",76502,54115,"H.Clinton","T.Cruz"
"48031","229","190","886","1379","411","99","TX",229,1379,"H.Clinton","T.Cruz"
"48033","4","1","91","164","30","3","TX",4,164,"H.Clinton","T.Cruz"
"48035","353","199","1269","2132","388","104","TX",353,2132,"H.Clinton","T.Cruz"
"48037","2436","687","5039","7057","2091","482","TX",2436,7057,"H.Clinton","T.Cruz"
"48039","8996","3720","10003","19993","5573","1141","TX",8996,19993,"H.Clinton","T.Cruz"
"48041","3559","3580","4628","12049","4777","1718","TX",3580,12049,"B.Sanders","T.Cruz"
"48043","699","771","368","471","208","33","TX",771,471,"B.Sanders","T.Cruz"
"48045","16","11","110","244","35","20","TX",16,244,"H.Clinton","T.Cruz"
"48047","1603","362","18","31","3","2","TX",1603,31,"H.Clinton","T.Cruz"
"48049","319","212","2459","4197","924","212","TX",319,4197,"H.Clinton","T.Cruz"
"48051","469","149","988","1711","259","73","TX",469,1711,"H.Clinton","T.Cruz"
"48053","871","576","3145","4026","1573","419","TX",871,4026,"H.Clinton","T.Cruz"
"48055","1657","831","1345","1993","729","124","TX",1657,1993,"H.Clinton","T.Cruz"
"48057","1024","425","1164","1567","445","77","TX",1024,1567,"H.Clinton","T.Cruz"
"48059","86","104","1034","1689","290","79","TX",104,1689,"B.Sanders","T.Cruz"
"48061","20326","8318","4286","4451","2634","349","TX",20326,4451,"H.Clinton","T.Cruz"
"48063","484","134","640","863","264","45","TX",484,863,"H.Clinton","T.Cruz"
"48065","50","30","370","854","127","24","TX",50,854,"H.Clinton","T.Cruz"
"48067","777","264","1604","2753","503","138","TX",777,2753,"H.Clinton","T.Cruz"
"48069","127","40","270","496","112","23","TX",127,496,"H.Clinton","T.Cruz"
"48071","687","293","2030","3758","610","181","TX",687,3758,"H.Clinton","T.Cruz"
"48073","989","323","2350","4562","767","207","TX",989,4562,"H.Clinton","T.Cruz"
"48075","54","34","285","444","122","17","TX",54,444,"H.Clinton","T.Cruz"
"48077","120","64","844","1425","302","72","TX",120,1425,"H.Clinton","T.Cruz"
"48079","4","3","153","353","122","15","TX",4,353,"H.Clinton","T.Cruz"
"48081","25","25","251","405","85","23","TX",25,405,"H.Clinton","T.Cruz"
"48083","75","49","674","1149","208","34","TX",75,1149,"H.Clinton","T.Cruz"
"48085","23591","16082","29772","46094","27082","6893","TX",23591,46094,"H.Clinton","T.Cruz"
"48087","36","24","153","266","66","9","TX",36,266,"H.Clinton","T.Cruz"
"48089","474","150","1078","1956","470","97","TX",474,1956,"H.Clinton","T.Cruz"
"48091","3109","2023","7532","13004","5099","1044","TX",3109,13004,"H.Clinton","T.Cruz"
"48093","217","116","908","1387","319","42","TX",217,1387,"H.Clinton","T.Cruz"
"48095","27","11","221","280","75","21","TX",27,280,"H.Clinton","T.Cruz"
"48097","449","334","2692","4143","986","252","TX",449,4143,"H.Clinton","T.Cruz"
"48099","1010","577","2404","3327","883","227","TX",1010,3327,"H.Clinton","T.Cruz"
"48101","26","18","81","168","14","4","TX",26,168,"H.Clinton","T.Cruz"
"48103","62","24","249","468","169","11","TX",62,468,"H.Clinton","T.Cruz"
"48105","266","240","50","88","29","0","TX",266,88,"H.Clinton","T.Cruz"
"48107","131","91","184","353","86","22","TX",131,353,"H.Clinton","T.Cruz"
"48109","355","160","30","36","9","1","TX",355,36,"H.Clinton","T.Cruz"
"48111","24","13","254","390","89","13","TX",24,390,"H.Clinton","T.Cruz"
"48113","113574","44231","43303","61072","45962","13732","TX",113574,61072,"H.Clinton","T.Cruz"
"48115","92","34","516","943","380","47","TX",92,943,"H.Clinton","T.Cruz"
"48117","200","86","424","993","301","75","TX",200,993,"H.Clinton","T.Cruz"
"48119","110","51","451","553","133","24","TX",110,553,"H.Clinton","T.Cruz"
"48121","16470","15750","24341","39404","21007","4782","TX",16470,39404,"H.Clinton","T.Cruz"
"48123","293","113","1124","1772","368","78","TX",293,1772,"H.Clinton","T.Cruz"
"48125","13","11","165","267","54","5","TX",13,267,"H.Clinton","T.Cruz"
"48127","1804","534","30","55","11","3","TX",1804,55,"H.Clinton","T.Cruz"
"48129","33","35","248","358","73","34","TX",35,358,"B.Sanders","T.Cruz"
"48131","2272","523","47","57","12","2","TX",2272,57,"H.Clinton","T.Cruz"
"48133","171","122","1048","2221","341","51","TX",171,2221,"H.Clinton","T.Cruz"
"48135","1852","941","4449","7232","2284","287","TX",1852,7232,"H.Clinton","T.Cruz"
"48137","42","27","208","223","79","9","TX",42,223,"H.Clinton","T.Cruz"
"48141","36067","17176","7270","10919","7378","1069","TX",36067,10919,"H.Clinton","T.Cruz"
"48139","3719","1563","6927","12546","3815","551","TX",3719,12546,"H.Clinton","T.Cruz"
"48143","427","365","2030","3286","919","150","TX",427,3286,"H.Clinton","T.Cruz"
"48145","551","115","894","1150","191","73","TX",551,1150,"H.Clinton","T.Cruz"
"48147","505","277","1831","2818","551","128","TX",505,2818,"H.Clinton","T.Cruz"
"48149","584","309","2047","2851","832","163","TX",584,2851,"H.Clinton","T.Cruz"
"48151","226","146","140","306","61","12","TX",226,306,"H.Clinton","T.Cruz"
"48153","60","24","238","711","190","34","TX",60,711,"H.Clinton","T.Cruz"
"48155","80","112","11","18","0","0","TX",112,18,"B.Sanders","T.Cruz"
"48157","29248","9765","16924","31422","13388","3321","TX",29248,31422,"H.Clinton","T.Cruz"
"48159","163","73","700","1155","354","82","TX",163,1155,"H.Clinton","T.Cruz"
"48161","380","102","1538","2204","433","86","TX",380,2204,"H.Clinton","T.Cruz"
"48163","1864","630","112","198","31","4","TX",1864,198,"H.Clinton","T.Cruz"
"48165","91","59","610","1274","280","30","TX",91,1274,"H.Clinton","T.Cruz"
"48167","9435","4233","11961","17483","6029","1466","TX",9435,17483,"H.Clinton","T.Cruz"
"48169","35","22","224","574","89","21","TX",35,574,"H.Clinton","T.Cruz"
"48171","813","314","2166","3421","1505","386","TX",813,3421,"H.Clinton","T.Cruz"
"48173","4","4","83","202","66","11","TX",4,202,"H.Clinton","T.Cruz"
"48175","389","151","509","747","176","33","TX",389,747,"H.Clinton","T.Cruz"
"48177","368","129","984","1698","357","77","TX",368,1698,"H.Clinton","T.Cruz"
"48179","111","86","1329","2210","371","78","TX",111,2210,"H.Clinton","T.Cruz"
