"fip","H.Clinton","B.Sanders","D.Trump","T.Cruz","M.Rubio","J.Kasich","state","winnerdem_votes","winnerrep_votes","winnerdem","winnerrep"
"21039",NA,NA,"44","124","27","6","KY",5990,5505,NA,"T.Cruz"
"21041",NA,NA,"88","102","19","28","KY",5990,5505,NA,"T.Cruz"
"21043",NA,NA,"517","393","140","220","KY",5990,5505,NA,"D.Trump"
"21045",NA,NA,"1029","508","175","190","KY",5990,5505,NA,"D.Trump"
"21047",NA,NA,"632","720","321","185","KY",5990,5505,NA,"T.Cruz"
"21049",NA,NA,"797","725","344","274","KY",5990,5505,NA,"D.Trump"
"21051",NA,NA,"887","355","146","106","KY",5990,5505,NA,"D.Trump"
"21053",NA,NA,"771","365","176","106","KY",5990,5505,NA,"D.Trump"
"21055",NA,NA,"314","272","112","71","KY",5990,5505,NA,"D.Trump"
"21057",NA,NA,"460","246","173","87","KY",5990,5505,NA,"D.Trump"
"21059",NA,NA,"1191","1739","1050","674","KY",5990,5505,NA,"T.Cruz"
"21061",NA,NA,"531","210","150","91","KY",5990,5505,NA,"D.Trump"
"21063",NA,NA,"17","15","3","4","KY",5990,5505,NA,"D.Trump"
"21065",NA,NA,"313","159","88","40","KY",5990,5505,NA,"D.Trump"
"21067",NA,NA,"3727","4330","3320","3266","KY",5990,5505,NA,"T.Cruz"
"21069",NA,NA,"329","244","81","104","KY",5990,5505,NA,"D.Trump"
"21071",NA,NA,"278","147","72","65","KY",5990,5505,NA,"D.Trump"
"21073",NA,NA,"582","699","422","331","KY",5990,5505,NA,"T.Cruz"
"21075",NA,NA,"66","56","14","20","KY",5990,5505,NA,"D.Trump"
"21077",NA,NA,"121","82","25","60","KY",5990,5505,NA,"D.Trump"
"21079",NA,NA,"581","457","178","128","KY",5990,5505,NA,"D.Trump"
"21081",NA,NA,"488","450","127","197","KY",5990,5505,NA,"D.Trump"
"21083",NA,NA,"407","671","152","105","KY",5990,5505,NA,"T.Cruz"
"21085",NA,NA,"749","525","358","214","KY",5990,5505,NA,"D.Trump"
"21087",NA,NA,"655","333","204","124","KY",5990,5505,NA,"D.Trump"
"21089",NA,NA,"548","550","131","245","KY",5990,5505,NA,"T.Cruz"
"21091",NA,NA,"139","201","89","64","KY",5990,5505,NA,"T.Cruz"
"21093",NA,NA,"1678","1616","889","620","KY",5990,5505,NA,"D.Trump"
"21095",NA,NA,"189","146","99","4","KY",5990,5505,NA,"D.Trump"
"21097",NA,NA,"265","250","96","85","KY",5990,5505,NA,"D.Trump"
"21099",NA,NA,"355","253","92","60","KY",5990,5505,NA,"D.Trump"
"21101",NA,NA,"354","562","174","194","KY",5990,5505,NA,"T.Cruz"
"21103",NA,NA,"305","291","101","65","KY",5990,5505,NA,"D.Trump"
"21105",NA,NA,"88","198","24","24","KY",5990,5505,NA,"T.Cruz"
"21107",NA,NA,"574","562","301","178","KY",5990,5505,NA,"D.Trump"
"21109",NA,NA,"582","356","91","85","KY",5990,5505,NA,"D.Trump"
"21111",NA,NA,"10211","9690","7960","5553","KY",5990,5505,NA,"D.Trump"
"21113",NA,NA,"1074","1566","734","587","KY",5990,5505,NA,"T.Cruz"
"21115",NA,NA,"1075","400","230","257","KY",5990,5505,NA,"D.Trump"
"21117",NA,NA,"1997","2475","1095","1741","KY",5990,5505,NA,"T.Cruz"
"21119",NA,NA,"37","30","12","10","KY",5990,5505,NA,"D.Trump"
"21121",NA,NA,"1285","542","262","220","KY",5990,5505,NA,"D.Trump"
"21123",NA,NA,"264","275","110","76","KY",5990,5505,NA,"T.Cruz"
"21125",NA,NA,"2313","1283","656","601","KY",5990,5505,NA,"D.Trump"
"21127",NA,NA,"484","242","86","134","KY",5990,5505,NA,"D.Trump"
"21129",NA,NA,"273","123","50","46","KY",5990,5505,NA,"D.Trump"
"21131",NA,NA,"503","267","134","116","KY",5990,5505,NA,"D.Trump"
"21133",NA,NA,"410","141","66","84","KY",5990,5505,NA,"D.Trump"
"21135",NA,NA,"522","298","148","194","KY",5990,5505,NA,"D.Trump"
"21137",NA,NA,"486","453","188","119","KY",5990,5505,NA,"D.Trump"
"21139",NA,NA,"118","142","29","21","KY",5990,5505,NA,"T.Cruz"
"21141",NA,NA,"280","337","136","84","KY",5990,5505,NA,"T.Cruz"
"21143",NA,NA,"151","144","69","66","KY",5990,5505,NA,"D.Trump"
"21151",NA,NA,"1625","1637","752","712","KY",5990,5505,NA,"T.Cruz"
"21153",NA,NA,"300","101","75","40","KY",5990,5505,NA,"D.Trump"
"21155",NA,NA,"175","118","61","60","KY",5990,5505,NA,"D.Trump"
"21157",NA,NA,"503","725","223","140","KY",5990,5505,NA,"T.Cruz"
"21159",NA,NA,"586","200","87","93","KY",5990,5505,NA,"D.Trump"
"21161",NA,NA,"237","198","78","158","KY",5990,5505,NA,"D.Trump"
"21145",NA,NA,"1022","1525","507","440","KY",5990,5505,NA,"T.Cruz"
"21147",NA,NA,"725","345","132","111","KY",5990,5505,NA,"D.Trump"
"21149",NA,NA,"170","179","61","63","KY",5990,5505,NA,"T.Cruz"
"21163",NA,NA,"618","413","175","140","KY",5990,5505,NA,"D.Trump"
"21165",NA,NA,"96","63","18","29","KY",5990,5505,NA,"D.Trump"
"21167",NA,NA,"488","527","175","170","KY",5990,5505,NA,"T.Cruz"
"21169",NA,NA,"310","222","93","80","KY",5990,5505,NA,"D.Trump"
"21171",NA,NA,"805","293","139","105","KY",5990,5505,NA,"D.Trump"
"21173",NA,NA,"447","408","134","141","KY",5990,5505,NA,"D.Trump"
"21175",NA,NA,"70","67","10","17","KY",5990,5505,NA,"D.Trump"
"21177",NA,NA,"338","314","131","108","KY",5990,5505,NA,"D.Trump"
"21179",NA,NA,"646","650","323","202","KY",5990,5505,NA,"T.Cruz"
"21181",NA,NA,"59","44","19","21","KY",5990,5505,NA,"D.Trump"
"21183",NA,NA,"663","495","220","242","KY",5990,5505,NA,"D.Trump"
"21185",NA,NA,"1715","2011","1394","1044","KY",5990,5505,NA,"T.Cruz"
"21187",NA,NA,"179","198","56","62","KY",5990,5505,NA,"T.Cruz"
"21189",NA,NA,"168","58","24","12","KY",5990,5505,NA,"D.Trump"
"21191",NA,NA,"271","264","47","129","KY",5990,5505,NA,"D.Trump"
"21193",NA,NA,"421","247","91","83","KY",5990,5505,NA,"D.Trump"
"21195",NA,NA,"840","360","204","152","KY",5990,5505,NA,"D.Trump"
"21197",NA,NA,"259","124","41","64","KY",5990,5505,NA,"D.Trump"
"21199",NA,NA,"2821","2172","782","847","KY",5990,5505,NA,"D.Trump"
"21201",NA,NA,"35","8","5","6","KY",5990,5505,NA,"D.Trump"
"21203",NA,NA,"743","481","235","164","KY",5990,5505,NA,"D.Trump"
"21205",NA,NA,"317","318","116","134","KY",5990,5505,NA,"T.Cruz"
"21207",NA,NA,"1106","643","284","212","KY",5990,5505,NA,"D.Trump"
"21209",NA,NA,"912","1061","491","483","KY",5990,5505,NA,"T.Cruz"
"21211",NA,NA,"1022","1138","632","456","KY",5990,5505,NA,"T.Cruz"
"21213",NA,NA,"203","245","84","66","KY",5990,5505,NA,"T.Cruz"
"21215",NA,NA,"592","663","246","155","KY",5990,5505,NA,"T.Cruz"
"21217",NA,NA,"890","681","332","302","KY",5990,5505,NA,"D.Trump"
"21219",NA,NA,"109","98","33","24","KY",5990,5505,NA,"D.Trump"
"21221",NA,NA,"376","308","147","90","KY",5990,5505,NA,"D.Trump"
"21223",NA,NA,"73","94","16","22","KY",5990,5505,NA,"T.Cruz"
"21225",NA,NA,"92","94","32","19","KY",5990,5505,NA,"T.Cruz"
"21227",NA,NA,"1495","1855","1063","987","KY",5990,5505,NA,"T.Cruz"
"21229",NA,NA,"201","209","115","56","KY",5990,5505,NA,"T.Cruz"
"21231",NA,NA,"805","438","168","231","KY",5990,5505,NA,"D.Trump"
"21233",NA,NA,"72","116","28","18","KY",5990,5505,NA,"T.Cruz"
"21235",NA,NA,"1556","835","461","347","KY",5990,5505,NA,"D.Trump"
"21237",NA,NA,"39","37","9","8","KY",5990,5505,NA,"D.Trump"
"21239",NA,NA,"562","527","366","384","KY",5990,5505,NA,"D.Trump"
"22001","1862","1087","1694","1454","403","129","LA",5990,5505,"H.Clinton","D.Trump"
"22003","536","297","394","530","71","34","LA",5990,5505,"H.Clinton","T.Cruz"
"22005","4221","1384","3377","3558","877","423","LA",5990,5505,"H.Clinton","T.Cruz"
"22007","1139","312","368","248","79","35","LA",5990,5505,"H.Clinton","D.Trump"
"22009","1181","455","885","455","119","63","LA",5990,5505,"H.Clinton","D.Trump"
"22011","679","391","1112","1363","287","106","LA",5990,5505,"H.Clinton","T.Cruz"
"22013","1056","222","379","476","78","33","LA",5990,5505,"H.Clinton","T.Cruz"
"22015","2919","1187","4150","4988","1011","543","LA",5990,5505,"H.Clinton","T.Cruz"
"22017","16666","3513","5631","7141","1737","1140","LA",5990,5505,"H.Clinton","T.Cruz"
"22019","6594","2625","4288","5491","1373","639","LA",5990,5505,"H.Clinton","T.Cruz"
"22021","250","119","284","264","45","22","LA",5990,5505,"H.Clinton","D.Trump"
"22023","123","132","216","173","44","18","LA",5990,5505,"B.Sanders","D.Trump"
"22025","431","194","289","256","49","14","LA",5990,5505,"H.Clinton","D.Trump"
"22027","768","158","414","367","123","43","LA",5990,5505,"H.Clinton","D.Trump"
"22029","1830","329","733","457","151","44","LA",5990,5505,"H.Clinton","D.Trump"
"22031","1508","318","794","956","167","73","LA",5990,5505,"H.Clinton","T.Cruz"
"22033","32960","7970","10022","12358","4149","2502","LA",5990,5505,"H.Clinton","T.Cruz"
"22035","508","47","128","78","21","10","LA",5990,5505,"H.Clinton","D.Trump"
"22037","1847","347","706","650","141","60","LA",5990,5505,"H.Clinton","D.Trump"
"22039","1319","498","730","585","133","59","LA",5990,5505,"H.Clinton","D.Trump"
"22041","650","218","633","574","111","48","LA",5990,5505,"H.Clinton","D.Trump"
"22043","367","247","722","696","138","41","LA",5990,5505,"H.Clinton","D.Trump"
"22045","2171","806","2157","1805","544","206","LA",5990,5505,"H.Clinton","D.Trump"
"22047","3699","1042","830","546","171","61","LA",5990,5505,"H.Clinton","D.Trump"
"22049","827","267","491","664","117","55","LA",5990,5505,"H.Clinton","T.Cruz"
"22051","17581","7024","13557","8553","3939","2708","LA",5990,5505,"H.Clinton","D.Trump"
"22053","738","418","634","621","202","65","LA",5990,5505,"H.Clinton","D.Trump"
"22059","136","184","577","501","118","60","LA",5990,5505,"B.Sanders","D.Trump"
"22055","5920","3523","7171","6680","2141","1234","LA",5990,5505,"H.Clinton","D.Trump"
"22057","2512","1789","2725","1871","753","299","LA",5990,5505,"H.Clinton","D.Trump"
"22061","1692","436","984","1450","423","239","LA",5990,5505,"H.Clinton","T.Cruz"
"22063","1633","1392","4918","4735","760","391","LA",5990,5505,"H.Clinton","D.Trump"
"22065","722","98","282","106","42","32","LA",5990,5505,"H.Clinton","D.Trump"
"22067","1513","298","775","569","132","66","LA",5990,5505,"H.Clinton","D.Trump"
"22069","2545","846","1065","1047","334","141","LA",5990,5505,"H.Clinton","D.Trump"
"22071","40601","13086","2821","2329","1884","1577","LA",5990,5505,"H.Clinton","D.Trump"
"22073","8995","1803","4809","4872","1380","737","LA",5990,5505,"H.Clinton","T.Cruz"
"22075","674","214","705","371","127","85","LA",5990,5505,"H.Clinton","D.Trump"
"22077","1680","352","472","400","120","39","LA",5990,5505,"H.Clinton","D.Trump"
"22079","4722","1451","3397","3680","888","490","LA",5990,5505,"H.Clinton","T.Cruz"
"22081","530","117","220","300","49","16","LA",5990,5505,"H.Clinton","T.Cruz"
"22083","696","135","625","524","87","52","LA",5990,5505,"H.Clinton","D.Trump"
"22085","387","259","723","728","124","78","LA",5990,5505,"H.Clinton","T.Cruz"
"22087","1057","527","920","316","91","42","LA",5990,5505,"H.Clinton","D.Trump"
"22089","2245","787","1846","1355","423","245","LA",5990,5505,"H.Clinton","D.Trump"
"22091","1407","186","275","216","26","20","LA",5990,5505,"H.Clinton","D.Trump"
"22093","2114","324","293","220","64","36","LA",5990,5505,"H.Clinton","D.Trump"
"22095","3818","564","673","461","158","70","LA",5990,5505,"H.Clinton","D.Trump"
"22097","4606","1184","1759","1457","353","128","LA",5990,5505,"H.Clinton","D.Trump"
"22099","1869","690","1733","1106","314","95","LA",5990,5505,"H.Clinton","D.Trump"
"22101","1995","535","1600","878","305","133","LA",5990,5505,"H.Clinton","D.Trump"
"22103","5996","3800","12933","10693","3512","2392","LA",5990,5505,"H.Clinton","D.Trump"
"22105","4267","1656","3751","2747","668","386","LA",5990,5505,"H.Clinton","D.Trump"
"22107","492","61","119","87","37","19","LA",5990,5505,"H.Clinton","D.Trump"
"22109","2647","1023","3454","2119","746","382","LA",5990,5505,"H.Clinton","D.Trump"
"22111","822","217","812","766","119","65","LA",5990,5505,"H.Clinton","D.Trump"
"22113","1002","648","1460","1151","282","132","LA",5990,5505,"H.Clinton","D.Trump"
"22115","610","441","1119","1075","228","95","LA",5990,5505,"H.Clinton","D.Trump"
"22117","1663","513","1256","911","190","110","LA",5990,5505,"H.Clinton","D.Trump"
"22119","1878","436","1131","1315","205","116","LA",5990,5505,"H.Clinton","T.Cruz"
"22121","2178","589","701","583","163","55","LA",5990,5505,"H.Clinton","D.Trump"
"22123","171","110","317","342","65","28","LA",5990,5505,"H.Clinton","T.Cruz"
"22125","902","166","382","324","117","63","LA",5990,5505,"H.Clinton","D.Trump"
"22127","488","193","397","357","96","33","LA",5990,5505,"H.Clinton","D.Trump"
"23001","76","139",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23003","73","89",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23005","346","597",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23007","18","45",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23009","51","101",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23011","129","190",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23013","37","79",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23015","29","59",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23017","32","83",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23019","119","231",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23021","14","26",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23023","40","69",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23025","41","67",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23027","27","74",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23029","22","51",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"23031","160","301",NA,NA,NA,NA,"ME",5990,5505,"B.Sanders",NA
"15001","0","0","955","562","232","229","HI",5990,5505,"H.Clinton","D.Trump"
"15003","0","0","3664","3100","1261","918","HI",5990,5505,"H.Clinton","D.Trump"
"15007","0","0","380","317","80","102","HI",5990,5505,"H.Clinton","D.Trump"
"15009","0","0","678","400","186","164","HI",5990,5505,"H.Clinton","D.Trump"
"16001","1663","7336","15191","20156","8074","5306","ID",5990,5505,"B.Sanders","T.Cruz"
"16003","19","48","354","292","97","64","ID",5990,5505,"B.Sanders","D.Trump"
"16005","301","1197","1711","4404","2017","494","ID",5990,5505,"B.Sanders","T.Cruz"
"16007","12","25","363","643","330","92","ID",5990,5505,"B.Sanders","T.Cruz"
"16009","20","49","428","671","87","80","ID",5990,5505,"B.Sanders","T.Cruz"
"16011","55","181","1191","3471","1761","304","ID",5990,5505,"B.Sanders","T.Cruz"
"16013","249","539","543","370","238","358","ID",5990,5505,"B.Sanders","D.Trump"
"16015","36","76","691","541","171","142","ID",5990,5505,"B.Sanders","D.Trump"
"16017","185","716","2410","3132","509","587","ID",5990,5505,"B.Sanders","T.Cruz"
"16019","217","822","2702","7794","4901","1070","ID",5990,5505,"B.Sanders","T.Cruz"
"16021","27","158","788","901","131","107","ID",5990,5505,"B.Sanders","T.Cruz"
"16023","5","20","138","275","117","30","ID",5990,5505,"B.Sanders","T.Cruz"
"16025","7","11","130","75","47","38","ID",5990,5505,"B.Sanders","D.Trump"
"16027","278","1312","7341","11164","2987","1376","ID",5990,5505,"B.Sanders","T.Cruz"
"16029","3","7","304","602","299","87","ID",5990,5505,"B.Sanders","T.Cruz"
"16031","36","57","1025","2095","819","245","ID",5990,5505,"B.Sanders","T.Cruz"
"16033","0","4","44","62","56","7","ID",5990,5505,"B.Sanders","T.Cruz"
"16035","38","53","629","477","149","89","ID",5990,5505,"B.Sanders","D.Trump"
"16037","12","31","430","285","174","91","ID",5990,5505,"B.Sanders","D.Trump"
"16039","77","156","1252","892","378","209","ID",5990,5505,"B.Sanders","D.Trump"
"16041","25","36","411","1187","509","129","ID",5990,5505,"B.Sanders","T.Cruz"
"16043","5","24","498","1434","595","155","ID",5990,5505,"B.Sanders","T.Cruz"
"16045","50","131","1230","1391","353","159","ID",5990,5505,"B.Sanders","T.Cruz"
"16047","28","49","679","863","210","133","ID",5990,5505,"B.Sanders","T.Cruz"
"16049","48","90","1668","1495","371","266","ID",5990,5505,"B.Sanders","D.Trump"
"16051","24","101","853","3080","1323","189","ID",5990,5505,"B.Sanders","T.Cruz"
"16053","32","107","754","1164","231","185","ID",5990,5505,"B.Sanders","T.Cruz"
"16055","493","1561","6516","11924","1880","1528","ID",5990,5505,"B.Sanders","T.Cruz"
"16057","310","1612","919","2134","457","329","ID",5990,5505,"B.Sanders","T.Cruz"
"16059","17","71","757","597","335","195","ID",5990,5505,"B.Sanders","D.Trump"
"16061","20","19","286","263","75","48","ID",5990,5505,"H.Clinton","D.Trump"
"16063","15","22","241","276","73","50","ID",5990,5505,"B.Sanders","T.Cruz"
"16065","47","216","539","4079","1925","352","ID",5990,5505,"B.Sanders","T.Cruz"
"16067","26","51","755","1163","376","137","ID",5990,5505,"B.Sanders","T.Cruz"
"16069","155","383","1419","1583","461","323","ID",5990,5505,"B.Sanders","T.Cruz"
"16071","5","6","141","473","110","37","ID",5990,5505,"B.Sanders","T.Cruz"
"16073","22","40","706","717","149","62","ID",5990,5505,"B.Sanders","T.Cruz"
"16075","46","91","1289","1364","396","217","ID",5990,5505,"B.Sanders","T.Cruz"
"16077","19","45","184","421","183","57","ID",5990,5505,"B.Sanders","T.Cruz"
"16079","45","85","632","591","146","86","ID",5990,5505,"B.Sanders","D.Trump"
"16081","84","311","238","465","196","101","ID",5990,5505,"B.Sanders","T.Cruz"
"16083","201","522","2757","4717","1202","661","ID",5990,5505,"B.Sanders","T.Cruz"
"16085","73","198","575","476","188","197","ID",5990,5505,"B.Sanders","D.Trump"
"16087","35","71","766","783","261","145","ID",5990,5505,"B.Sanders","T.Cruz"
"26001","463","455","1111","460","138","340","MI",5990,5505,"H.Clinton","D.Trump"
"26003","384","622","517","318","99","281","MI",5990,5505,"B.Sanders","D.Trump"
"26005","3489","5545","5327","7530","1981","4636","MI",5990,5505,"B.Sanders","T.Cruz"
"26007","1102","1347","1885","1125","318","785","MI",5990,5505,"B.Sanders","D.Trump"
"26009","867","1491","1969","1201","424","1025","MI",5990,5505,"B.Sanders","D.Trump"
"26011","595","663","1141","472","178","328","MI",5990,5505,"B.Sanders","D.Trump"
"26013","270","371","468","239","96","197","MI",5990,5505,"B.Sanders","D.Trump"
"26015","1736","3078","3478","3449","875","2191","MI",5990,5505,"B.Sanders","D.Trump"
"26017","5937","6363","5738","3631","1248","2304","MI",5990,5505,"B.Sanders","D.Trump"
"26019","853","1650","1278","782","264","674","MI",5990,5505,"B.Sanders","D.Trump"
"26021","6646","5952","7817","6603","2359","4219","MI",5990,5505,"H.Clinton","D.Trump"
"26023","1010","1246","2455","1535","482","1244","MI",5990,5505,"B.Sanders","D.Trump"
"26025","5230","5810","5800","4446","1430","3321","MI",5990,5505,"B.Sanders","D.Trump"
"26027","1657","1683","2859","2470","566","1048","MI",5990,5505,"B.Sanders","D.Trump"
"26029","1044","1730","1886","1182","455","1208","MI",5990,5505,"B.Sanders","D.Trump"
"26031","1010","1318","2089","1082","354","815","MI",5990,5505,"B.Sanders","D.Trump"
"26033","1230","1789","1959","1320","427","904","MI",5990,5505,"B.Sanders","D.Trump"
"26035","1090","1239","1996","1060","334","636","MI",5990,5505,"B.Sanders","D.Trump"
"26037","3409","4524","3777","3619","1290","3357","MI",5990,5505,"B.Sanders","D.Trump"
"26039","494","631","1108","470","189","370","MI",5990,5505,"B.Sanders","D.Trump"
"26041","1409","1705","1954","1402","434","874","MI",5990,5505,"B.Sanders","D.Trump"
"26043","908","1075","1708","1226","352","876","MI",5990,5505,"B.Sanders","D.Trump"
"26045","5560","7007","5386","4496","1636","3415","MI",5990,5505,"B.Sanders","D.Trump"
"26047","1369","2589","2244","1564","677","1557","MI",5990,5505,"B.Sanders","D.Trump"
"26049","31284","28117","16756","9824","3630","7730","MI",5990,5505,"H.Clinton","D.Trump"
"26051","985","1083","1774","927","304","665","MI",5990,5505,"B.Sanders","D.Trump"
"26053","678","790","753","399","173","325","MI",5990,5505,"B.Sanders","D.Trump"
"26055","4140","8091","5891","4557","1890","3925","MI",5990,5505,"B.Sanders","D.Trump"
"26057","1185","1812","1799","1619","383","819","MI",5990,5505,"B.Sanders","D.Trump"
"26059","977","1380","3060","2095","547","1321","MI",5990,5505,"B.Sanders","D.Trump"
"26061","1109","2039","1375","1497","439","926","MI",5990,5505,"B.Sanders","T.Cruz"
"26063","1050","1184","2346","1250","515","1056","MI",5990,5505,"B.Sanders","D.Trump"
"26065","18287","22909","8056","7042","3064","7725","MI",5990,5505,"B.Sanders","D.Trump"
"26067","1491","2812","2676","2630","685","1783","MI",5990,5505,"B.Sanders","D.Trump"
"26069","1077","1202","1973","676","326","608","MI",5990,5505,"B.Sanders","D.Trump"
"26071","527","546","868","462","103","333","MI",5990,5505,"B.Sanders","D.Trump"
"26073","2032","4024","2180","1685","704","1330","MI",5990,5505,"B.Sanders","D.Trump"
"26075","5288","6804","8113","5199","1929","4380","MI",5990,5505,"B.Sanders","D.Trump"
"26077","12593","20146","8655","8878","3795","9104","MI",5990,5505,"B.Sanders","J.Kasich"
"26079","590","987","1724","790","265","523","MI",5990,5505,"B.Sanders","D.Trump"
"26081","25899","43375","22742","35185","11542","25562","MI",5990,5505,"B.Sanders","T.Cruz"
"26083","128","188","184","105","50","76","MI",5990,5505,"B.Sanders","D.Trump"
"26085","548","514","803","382","99","237","MI",5990,5505,"H.Clinton","D.Trump"
"26087","3319","4650","7446","3821","1160","3012","MI",5990,5505,"B.Sanders","D.Trump"
"26089","1459","2359","1613","1160","542","1251","MI",5990,5505,"B.Sanders","D.Trump"
"26091","3455","4256","5167","3904","1028","3713","MI",5990,5505,"B.Sanders","D.Trump"
"26093","6705","10435","15359","9324","3340","9383","MI",5990,5505,"B.Sanders","D.Trump"
"26095","167","291","407","242","66","154","MI",5990,5505,"B.Sanders","D.Trump"
"26097","500","633","856","439","172","416","MI",5990,5505,"B.Sanders","D.Trump"
"26099","47597","46242","60492","19988","10206","27534","MI",5990,5505,"H.Clinton","D.Trump"
"26101","1120","1646","1552","979","280","756","MI",5990,5505,"B.Sanders","D.Trump"
"26103","3188","5530","2524","2094","691","1984","MI",5990,5505,"B.Sanders","D.Trump"
"26105","1223","1741","1785","1546","458","993","MI",5990,5505,"B.Sanders","D.Trump"
"26107","1173","1767","2113","1780","521","943","MI",5990,5505,"B.Sanders","D.Trump"
"26109","835","805","1304","707","266","421","MI",5990,5505,"H.Clinton","D.Trump"
"26111","3097","4568","3909","4720","1506","3366","MI",5990,5505,"B.Sanders","T.Cruz"
"26113","399","591","1221","887","254","537","MI",5990,5505,"B.Sanders","D.Trump"
"26115","6716","6842","8802","5049","1413","5482","MI",5990,5505,"B.Sanders","D.Trump"
"26117","1681","2762","3051","2909","662","1538","MI",5990,5505,"B.Sanders","D.Trump"
"26119","392","383","1046","403","155","325","MI",5990,5505,"H.Clinton","D.Trump"
"26121","8220","10062","5757","6478","1875","3706","MI",5990,5505,"B.Sanders","T.Cruz"
"26123","1290","2139","2660","3557","618","1417","MI",5990,5505,"B.Sanders","T.Cruz"
"26125","92296","84158","69399","33634","18536","61053","MI",5990,5505,"H.Clinton","D.Trump"
"26127","791","1237","1339","1698","331","924","MI",5990,5505,"B.Sanders","T.Cruz"
"26129","862","926","1612","700","222","489","MI",5990,5505,"B.Sanders","D.Trump"
"26131","327","362","519","209","95","203","MI",5990,5505,"B.Sanders","D.Trump"
"26133","670","953","1812","1276","294","645","MI",5990,5505,"B.Sanders","D.Trump"
"26135","273","315","705","369","90","247","MI",5990,5505,"B.Sanders","D.Trump"
"26137","786","1228","1933","1040","342","800","MI",5990,5505,"B.Sanders","D.Trump"
"26139","7686","14334","11600","23862","7255","14263","MI",5990,5505,"B.Sanders","T.Cruz"
"26141","592","606","916","524","216","423","MI",5990,5505,"B.Sanders","D.Trump"
"26143","1163","1187","2257","748","409","726","MI",5990,5505,"B.Sanders","D.Trump"
"26145","12348","9619","9106","6536","2067","4404","MI",5990,5505,"H.Clinton","D.Trump"
"26151","1160","1485","3279","1588","568","1407","MI",5990,5505,"B.Sanders","D.Trump"
"26153","312","345","529","217","78","242","MI",5990,5505,"B.Sanders","D.Trump"
"26155","3031","4452","3864","2745","876","1853","MI",5990,5505,"B.Sanders","D.Trump"
"26147","3665","5165","11995","4846","1777","5093","MI",5990,5505,"B.Sanders","D.Trump"
"26149","1382","2219","2528","2655","600","1691","MI",5990,5505,"B.Sanders","T.Cruz"
"26157","1984","2532","3750","2668","658","1268","MI",5990,5505,"B.Sanders","D.Trump"
"26159","2484","3656","3287","2579","932","2092","MI",5990,5505,"B.Sanders","D.Trump"
"26161","30022","38063","10206","8574","4101","12643","MI",5990,5505,"B.Sanders","J.Kasich"
"26163","163886","104999","55795","25155","11569","38165","MI",5990,5505,"H.Clinton","D.Trump"
"26165","909","1793","2578","1521","395","1060","MI",5990,5505,"B.Sanders","D.Trump"
"28001","3013","438","1434","1017","191","300","MS",5990,5505,"H.Clinton","D.Trump"
"28003","809","302","2901","2003","320","415","MS",5990,5505,"H.Clinton","D.Trump"
"28005","1212","127","1178","848","70","129","MS",5990,5505,"H.Clinton","D.Trump"
"28007","1519","195","1350","930","125","176","MS",5990,5505,"H.Clinton","D.Trump"
"28009","557","93","555","388","34","31","MS",5990,5505,"H.Clinton","D.Trump"
"28011","3029","493","1395","602","159","378","MS",5990,5505,"H.Clinton","D.Trump"
"28013","748","120","1323","814","84","116","MS",5990,5505,"H.Clinton","D.Trump"
"28015","828","82","1133","649","86","149","MS",5990,5505,"H.Clinton","D.Trump"
"28017","1398","263","1056","721","96","95","MS",5990,5505,"H.Clinton","D.Trump"
"28019","517","93","765","621","69","102","MS",5990,5505,"H.Clinton","D.Trump"
"28021","1411","141","134","63","7","16","MS",5990,5505,"H.Clinton","D.Trump"
"28023","1044","151","1399","1072","116","163","MS",5990,5505,"H.Clinton","D.Trump"
"28025","2372","351","1049","865","107","172","MS",5990,5505,"H.Clinton","D.Trump"
"28027","2301","442","598","281","60","145","MS",5990,5505,"H.Clinton","D.Trump"
"28029","3373","411","2026","1147","161","262","MS",5990,5505,"H.Clinton","D.Trump"
"28031","1356","164","1724","1090","78","128","MS",5990,5505,"H.Clinton","D.Trump"
"28033","5420","1940","10507","12300","1499","1498","MS",5990,5505,"H.Clinton","T.Cruz"
"28035","3708","1323","4267","3668","500","1159","MS",5990,5505,"H.Clinton","D.Trump"
"28037","701","120","761","645","58","82","MS",5990,5505,"H.Clinton","D.Trump"
"28039","349","122","2245","1944","192","166","MS",5990,5505,"H.Clinton","D.Trump"
"28041","374","61","1088","826","100","90","MS",5990,5505,"H.Clinton","D.Trump"
